t,timestamp,frame,x_px,y_px,led_1
794.4000000000001,1543940565.075,43618816.5,486.09,573.6,0.0
794.5,1543940565.1753001,43618826.5,483.84000000000003,572.37,0.0
794.6,1543940565.2763,43618836.5,481.34000000000003,571.12,0.0
794.7,1543940565.3763003,43618846.5,478.98999999999995,569.6899999999999,0.0
794.8000000000001,1543940565.477,43618856.5,476.82000000000005,568.47,0.0
794.9000000000001,1543940565.5774,43618866.5,474.63,567.4,0.0
795.0,1543940565.6779997,43618876.5,472.21999999999997,566.51,0.0
795.1,1543940565.7784,43618886.5,469.66,565.35,0.0
795.2,1543940565.879,43618896.5,467.71000000000004,563.94,0.0
795.3000000000001,1543940565.9792998,43618906.5,466.30999999999995,562.35,0.0
795.4000000000001,1543940566.08,43618916.5,464.81000000000006,560.8,0.0
795.5,1543940566.1802998,43618926.5,462.98999999999995,558.91,0.0
795.6,1543940566.281,43618936.5,461.30000000000007,557.63,0.0
795.7,1543940566.3814998,43618946.5,459.55999999999995,556.8900000000001,0.0
795.8000000000001,1543940566.477,43618956.0,457.87777777777774,556.2555555555556,0.0
795.9000000000001,1543940566.5723,43618965.5,455.9200000000001,555.8300000000002,0.0
796.0,1543940566.6729999,43618975.5,454.45,556.03,0.0
796.1,1543940566.7733,43618985.5,453.61,557.0,0.0
796.2,1543940566.874,43618995.5,453.37000000000006,558.7,0.0
796.3000000000001,1543940566.9747,43619005.5,452.82,560.6800000000001,0.0
796.4000000000001,1543940567.075,43619015.5,452.8500000000001,563.04,0.0
796.5,1543940567.1754003,43619025.5,453.53999999999996,565.52,0.0
796.6,1543940567.2760003,43619035.5,454.03000000000003,567.97,0.0
796.7,1543940567.3763003,43619045.5,454.25,570.6600000000001,0.0
796.8000000000001,1543940567.477,43619055.5,454.6699999999999,573.7099999999998,0.0
796.9000000000001,1543940567.5774999,43619065.5,455.57,576.52,0.0
797.0,1543940567.6779997,43619075.5,456.60999999999996,579.0699999999999,0.0
797.1,1543940567.7784,43619085.5,457.50999999999993,581.68,0.0
797.2,1543940567.879,43619095.5,458.34000000000003,584.3599999999999,0.0
797.3000000000001,1543940567.9794002,43619105.5,459.43999999999994,587.1800000000001,0.0
797.4000000000001,1543940568.08,43619115.5,460.50999999999993,590.1700000000001,0.0
797.5,1543940568.1805,43619125.5,461.84,592.96,16000.0
797.6,1543940568.281,43619135.5,463.25,595.74,16000.0
797.7,1543940568.3816,43619145.5,463.59000000000003,596.4399999999999,16000.0
797.8000000000001,1543940568.477,43619155.0,463.5888888888889,596.4888888888889,16000.0
797.9000000000001,1543940568.5723,43619164.5,463.55,596.5500000000001,16000.0
798.0,1543940568.6729999,43619174.5,463.43,596.6000000000001,16000.0
798.1,1543940568.7733998,43619184.5,463.2999999999999,596.6500000000001,16000.0
798.2,1543940568.874,43619194.5,463.1,596.98,16000.0
798.3000000000001,1543940568.9743,43619204.5,463.15999999999997,597.44,16000.0
798.4000000000001,1543940569.075,43619214.5,463.25999999999993,597.9200000000001,16000.0
798.5,1543940569.1753001,43619224.5,463.18999999999994,598.4399999999999,16000.0
